instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,time_of_day,casual_ratio,log_casual,log_registered,log_cnt
16650,2012-12-01,4,1,12,12,0,6,0,2,0.32,0.81,0.0896,114,327,441,Winter,Mist,Saturday,Midday,0.2585034013605442,4.74493212836325,5.793013608384144,6.091309882077698
16651,2012-12-01,4,1,12,13,0,6,0,2,0.34,0.76,0.0,114,386,500,Winter,Mist,Saturday,Midday,0.228,4.74493212836325,5.958424693029782,6.2166061010848646
16652,2012-12-01,4,1,12,14,0,6,0,2,0.36,0.71,0.0,110,369,479,Winter,Mist,Saturday,Midday,0.22964509394572025,4.709530201312334,5.91350300563827,6.173786103901937
16653,2012-12-01,4,1,12,15,0,6,0,2,0.4,0.62,0.0,113,371,484,Winter,Mist,Saturday,Midday,0.2334710743801653,4.736198448394496,5.918893854273146,6.184148890937483
16654,2012-12-01,4,1,12,16,0,6,0,2,0.38,0.66,0.0,89,354,443,Winter,Mist,Saturday,Evening Peak,0.20090293453724606,4.499809670330265,5.872117789475416,6.095824562432225
16655,2012-12-01,4,1,12,17,0,6,0,2,0.34,0.76,0.1045,50,270,320,Winter,Mist,Saturday,Evening Peak,0.15625,3.9318256327243257,5.602118820879701,5.771441123130016
16656,2012-12-01,4,1,12,18,0,6,0,2,0.34,0.76,0.0,42,255,297,Winter,Mist,Saturday,Evening Peak,0.1414141414141414,3.7612001156935624,5.545177444479562,5.697093486505405
16657,2012-12-01,4,1,12,19,0,6,0,2,0.32,0.81,0.0,30,219,249,Winter,Mist,Saturday,Evening Peak,0.12048192771084337,3.4339872044851463,5.393627546352361,5.521460917862246
16658,2012-12-01,4,1,12,20,0,6,0,1,0.32,0.81,0.0,28,170,198,Winter,Clear,Saturday,Night/Early Morning,0.1414141414141414,3.367295829986474,5.14166355650266,5.293304824724492
16659,2012-12-01,4,1,12,21,0,6,0,2,0.3,0.87,0.0,23,135,158,Winter,Mist,Saturday,Night/Early Morning,0.14556962025316456,3.1780538303479458,4.912654885736052,5.0689042022202315
16660,2012-12-01,4,1,12,22,0,6,0,2,0.3,0.87,0.0,17,130,147,Winter,Mist,Saturday,Night/Early Morning,0.11564625850340136,2.8903717578961645,4.875197323201151,4.997212273764115
16661,2012-12-01,4,1,12,23,0,6,0,2,0.32,0.81,0.0,10,116,126,Winter,Mist,Saturday,Night/Early Morning,0.07936507936507936,2.3978952727983707,4.762173934797756,4.844187086458591
16662,2012-12-02,4,1,12,0,0,0,0,2,0.3,0.87,0.0896,9,108,117,Winter,Mist,Sunday,Night/Early Morning,0.07692307692307693,2.302585092994046,4.6913478822291435,4.770684624465665
16663,2012-12-02,4,1,12,1,0,0,0,2,0.3,0.87,0.0896,10,84,94,Winter,Mist,Sunday,Night/Early Morning,0.10638297872340426,2.3978952727983707,4.442651256490317,4.553876891600541
16664,2012-12-02,4,1,12,2,0,0,0,2,0.3,0.87,0.0,2,72,74,Winter,Mist,Sunday,Night/Early Morning,0.02702702702702703,1.0986122886681096,4.290459441148391,4.31748811353631
16665,2012-12-02,4,1,12,3,0,0,0,2,0.26,0.93,0.0,4,21,25,Winter,Mist,Sunday,Night/Early Morning,0.16,1.6094379124341003,3.091042453358316,3.258096538021482
16666,2012-12-02,4,1,12,4,0,0,0,2,0.26,0.93,0.0,1,6,7,Winter,Mist,Sunday,Night/Early Morning,0.14285714285714285,0.6931471805599453,1.9459101490553132,2.0794415416798357
16667,2012-12-02,4,1,12,5,0,0,0,2,0.26,0.93,0.0,1,7,8,Winter,Mist,Sunday,Night/Early Morning,0.125,0.6931471805599453,2.0794415416798357,2.1972245773362196
16668,2012-12-02,4,1,12,6,0,0,0,2,0.24,0.93,0.1343,1,15,16,Winter,Mist,Sunday,Morning Peak,0.0625,0.6931471805599453,2.772588722239781,2.833213344056216
16669,2012-12-02,4,1,12,7,0,0,0,2,0.24,0.93,0.1343,5,26,31,Winter,Mist,Sunday,Morning Peak,0.16129032258064516,1.791759469228055,3.295836866004329,3.4657359027997265
16670,2012-12-02,4,1,12,8,0,0,0,2,0.26,0.93,0.0896,12,81,93,Winter,Mist,Sunday,Morning Peak,0.12903225806451613,2.5649493574615367,4.406719247264253,4.543294782270004
16671,2012-12-02,4,1,12,9,0,0,0,2,0.28,0.93,0.1642,37,135,172,Winter,Mist,Sunday,Morning Peak,0.21511627906976744,3.6375861597263857,4.912654885736052,5.153291594497779
16672,2012-12-02,4,1,12,10,0,0,0,2,0.3,0.87,0.0,63,230,293,Winter,Mist,Sunday,Midday,0.2150170648464164,4.1588830833596715,5.442417710521793,5.683579767338681
16673,2012-12-02,4,1,12,11,0,0,0,2,0.32,0.81,0.1642,81,274,355,Winter,Mist,Sunday,Midday,0.22816901408450704,4.406719247264253,5.616771097666572,5.87493073085203
16674,2012-12-02,4,1,12,12,0,0,0,2,0.34,0.81,0.1642,111,409,520,Winter,Mist,Sunday,Midday,0.21346153846153845,4.718498871295094,6.016157159698354,6.255750041753367
16675,2012-12-02,4,1,12,13,0,0,0,1,0.4,0.71,0.2239,84,347,431,Winter,Clear,Sunday,Midday,0.19489559164733178,4.442651256490317,5.8522024797744745,6.068425588244111
16676,2012-12-02,4,1,12,14,0,0,0,1,0.44,0.62,0.2537,114,331,445,Winter,Clear,Sunday,Midday,0.25617977528089886,4.74493212836325,5.805134968916488,6.100318952020064
16677,2012-12-02,4,1,12,15,0,0,0,1,0.44,0.67,0.1343,106,311,417,Winter,Clear,Sunday,Midday,0.2541966426858513,4.672828834461906,5.7430031878094825,6.035481432524756
16678,2012-12-02,4,1,12,16,0,0,0,2,0.44,0.67,0.1045,85,358,443,Winter,Mist,Sunday,Evening Peak,0.19187358916478556,4.454347296253507,5.883322388488279,6.095824562432225
16679,2012-12-02,4,1,12,17,0,0,0,3,0.4,0.76,0.194,59,244,303,Winter,Light Snow/Rain,Sunday,Evening Peak,0.19471947194719472,4.0943445622221,5.501258210544727,5.717027701406222
16680,2012-12-02,4,1,12,18,0,0,0,2,0.44,0.72,0.1045,25,178,203,Winter,Mist,Sunday,Evening Peak,0.12315270935960591,3.258096538021482,5.187385805840755,5.318119993844216
16681,2012-12-02,4,1,12,19,0,0,0,2,0.4,0.82,0.194,16,158,174,Winter,Mist,Sunday,Evening Peak,0.09195402298850575,2.833213344056216,5.0689042022202315,5.1647859739235145
16682,2012-12-02,4,1,12,20,0,0,0,2,0.42,0.82,0.194,12,142,154,Winter,Mist,Sunday,Night/Early Morning,0.07792207792207792,2.5649493574615367,4.962844630259907,5.043425116919247
16683,2012-12-02,4,1,12,21,0,0,0,2,0.44,0.77,0.2239,8,91,99,Winter,Mist,Sunday,Night/Early Morning,0.08080808080808081,2.1972245773362196,4.5217885770490405,4.605170185988092
16684,2012-12-02,4,1,12,22,0,0,0,2,0.44,0.77,0.194,11,85,96,Winter,Mist,Sunday,Night/Early Morning,0.11458333333333333,2.4849066497880004,4.454347296253507,4.574710978503383
16685,2012-12-02,4,1,12,23,0,0,0,2,0.42,0.82,0.1343,7,44,51,Winter,Mist,Sunday,Night/Early Morning,0.13725490196078433,2.0794415416798357,3.8066624897703196,3.9512437185814275
16686,2012-12-03,4,1,12,0,0,1,1,2,0.42,0.82,0.1642,3,18,21,Winter,Mist,Monday,Night/Early Morning,0.14285714285714285,1.3862943611198906,2.9444389791664403,3.091042453358316
16687,2012-12-03,4,1,12,1,0,1,1,1,0.4,0.82,0.1343,2,11,13,Winter,Clear,Monday,Night/Early Morning,0.15384615384615385,1.0986122886681096,2.4849066497880004,2.639057329615259
16688,2012-12-03,4,1,12,2,0,1,1,1,0.42,0.77,0.1642,1,9,10,Winter,Clear,Monday,Night/Early Morning,0.1,0.6931471805599453,2.302585092994046,2.3978952727983707
16689,2012-12-03,4,1,12,3,0,1,1,1,0.38,0.87,0.0,2,6,8,Winter,Clear,Monday,Night/Early Morning,0.25,1.0986122886681096,1.9459101490553132,2.1972245773362196
16690,2012-12-03,4,1,12,4,0,1,1,1,0.36,0.93,0.0,1,4,5,Winter,Clear,Monday,Night/Early Morning,0.2,0.6931471805599453,1.6094379124341003,1.791759469228055
16691,2012-12-03,4,1,12,5,0,1,1,1,0.34,0.93,0.0896,0,38,38,Winter,Clear,Monday,Night/Early Morning,0.0,0.0,3.6635616461296463,3.6635616461296463
16692,2012-12-03,4,1,12,6,0,1,1,1,0.36,0.93,0.0,2,136,138,Winter,Clear,Monday,Morning Peak,0.014492753623188406,1.0986122886681096,4.919980925828125,4.9344739331306915
16693,2012-12-03,4,1,12,7,0,1,1,2,0.34,0.93,0.0,9,387,396,Winter,Mist,Monday,Morning Peak,0.022727272727272728,2.302585092994046,5.961005339623274,5.983936280687191
16694,2012-12-03,4,1,12,8,0,1,1,1,0.36,0.93,0.0,19,712,731,Winter,Clear,Monday,Morning Peak,0.025991792065663474,2.995732273553991,6.569481420414296,6.595780513961311
16695,2012-12-03,4,1,12,9,0,1,1,1,0.4,0.87,0.0896,19,289,308,Winter,Clear,Monday,Morning Peak,0.06168831168831169,2.995732273553991,5.66988092298052,5.733341276897746
16696,2012-12-03,4,1,12,10,0,1,1,1,0.44,0.77,0.1343,31,105,136,Winter,Clear,Monday,Midday,0.22794117647058823,3.4657359027997265,4.663439094112067,4.919980925828125
16697,2012-12-03,4,1,12,11,0,1,1,1,0.48,0.77,0.1343,51,182,233,Winter,Clear,Monday,Midday,0.21888412017167383,3.9512437185814275,5.209486152841421,5.455321115357702
16698,2012-12-03,4,1,12,12,0,1,1,1,0.52,0.68,0.1642,40,228,268,Winter,Clear,Monday,Midday,0.14925373134328357,3.713572066704308,5.43372200355424,5.594711379601839
16699,2012-12-03,4,1,12,13,0,1,1,1,0.58,0.56,0.0896,81,240,321,Winter,Clear,Monday,Midday,0.2523364485981308,4.406719247264253,5.484796933490655,5.7745515455444085
16700,2012-12-03,4,1,12,14,0,1,1,1,0.6,0.53,0.0,51,209,260,Winter,Clear,Monday,Midday,0.19615384615384615,3.9512437185814275,5.3471075307174685,5.564520407322694
16701,2012-12-03,4,1,12,15,0,1,1,1,0.6,0.56,0.0,58,210,268,Winter,Clear,Monday,Midday,0.21641791044776118,4.07753744390572,5.351858133476067,5.594711379601839
16702,2012-12-03,4,1,12,16,0,1,1,1,0.6,0.53,0.1343,45,397,442,Winter,Clear,Monday,Evening Peak,0.10180995475113122,3.828641396489095,5.986452005284438,6.093569770045136
16703,2012-12-03,4,1,12,17,0,1,1,1,0.52,0.63,0.1045,43,665,708,Winter,Clear,Monday,Evening Peak,0.06073446327683616,3.784189633918261,6.501289670540389,6.5638555265321274
16704,2012-12-03,4,1,12,18,0,1,1,1,0.5,0.68,0.0896,26,666,692,Winter,Clear,Monday,Evening Peak,0.03757225433526012,3.295836866004329,6.502790045915623,6.541029999189903
16705,2012-12-03,4,1,12,19,0,1,1,1,0.5,0.68,0.0896,27,444,471,Winter,Clear,Monday,Evening Peak,0.05732484076433121,3.332204510175204,6.09807428216624,6.156978985585555
16706,2012-12-03,4,1,12,20,0,1,1,2,0.46,0.77,0.0,16,284,300,Winter,Mist,Monday,Night/Early Morning,0.05333333333333334,2.833213344056216,5.652489180268651,5.707110264748875
16707,2012-12-03,4,1,12,21,0,1,1,1,0.44,0.82,0.194,14,207,221,Winter,Clear,Monday,Night/Early Morning,0.06334841628959276,2.70805020110221,5.337538079701318,5.402677381872279
16708,2012-12-03,4,1,12,22,0,1,1,1,0.42,0.82,0.1045,5,139,144,Winter,Clear,Monday,Night/Early Morning,0.034722222222222224,1.791759469228055,4.941642422609304,4.976733742420574
16709,2012-12-03,4,1,12,23,0,1,1,1,0.42,0.82,0.1045,9,93,102,Winter,Clear,Monday,Night/Early Morning,0.08823529411764706,2.302585092994046,4.543294782270004,4.634728988229636
16710,2012-12-04,4,1,12,0,0,2,1,1,0.42,0.88,0.1045,6,49,55,Winter,Clear,Tuesday,Night/Early Morning,0.10909090909090909,1.9459101490553132,3.912023005428146,4.02535169073515
16711,2012-12-04,4,1,12,1,0,2,1,1,0.42,0.82,0.1045,3,22,25,Winter,Clear,Tuesday,Night/Early Morning,0.12,1.3862943611198906,3.1354942159291497,3.258096538021482
16712,2012-12-04,4,1,12,2,0,2,1,1,0.42,0.88,0.0896,3,5,8,Winter,Clear,Tuesday,Night/Early Morning,0.375,1.3862943611198906,1.791759469228055,2.1972245773362196
16713,2012-12-04,4,1,12,3,0,2,1,2,0.4,0.87,0.1343,1,3,4,Winter,Mist,Tuesday,Night/Early Morning,0.25,0.6931471805599453,1.3862943611198906,1.6094379124341003
16714,2012-12-04,4,1,12,4,0,2,1,2,0.4,0.87,0.1343,0,7,7,Winter,Mist,Tuesday,Night/Early Morning,0.0,0.0,2.0794415416798357,2.0794415416798357
16715,2012-12-04,4,1,12,5,0,2,1,2,0.44,0.88,0.0,1,45,46,Winter,Mist,Tuesday,Night/Early Morning,0.021739130434782608,0.6931471805599453,3.828641396489095,3.8501476017100584
16716,2012-12-04,4,1,12,6,0,2,1,2,0.36,0.93,0.0,3,150,153,Winter,Mist,Tuesday,Morning Peak,0.0196078431372549,1.3862943611198906,5.017279836814924,5.0369526024136295
16717,2012-12-04,4,1,12,7,0,2,1,1,0.42,0.88,0.1343,7,495,502,Winter,Clear,Tuesday,Morning Peak,0.013944223107569721,2.0794415416798357,6.206575926724928,6.220590170099739
16718,2012-12-04,4,1,12,8,0,2,1,2,0.44,0.88,0.1642,21,700,721,Winter,Mist,Tuesday,Morning Peak,0.02912621359223301,3.091042453358316,6.55250788703459,6.582025138892826
16719,2012-12-04,4,1,12,9,0,2,1,1,0.46,0.82,0.1045,19,317,336,Winter,Clear,Tuesday,Morning Peak,0.05654761904761905,2.995732273553991,5.762051382780177,5.820082930352362
16720,2012-12-04,4,1,12,10,0,2,1,1,0.46,0.82,0.194,26,130,156,Winter,Clear,Tuesday,Midday,0.16666666666666666,3.295836866004329,4.875197323201151,5.056245805348308
16721,2012-12-04,4,1,12,11,0,2,1,1,0.48,0.77,0.194,24,183,207,Winter,Clear,Tuesday,Midday,0.11594202898550725,3.2188758248682006,5.214935757608986,5.337538079701318
16722,2012-12-04,4,1,12,12,0,2,1,1,0.52,0.68,0.194,39,273,312,Winter,Clear,Tuesday,Midday,0.125,3.6888794541139363,5.6131281063880705,5.746203190540153
16723,2012-12-04,4,1,12,13,0,2,1,2,0.54,0.64,0.1642,39,233,272,Winter,Mist,Tuesday,Midday,0.14338235294117646,3.6888794541139363,5.455321115357702,5.60947179518496
16724,2012-12-04,4,1,12,14,0,2,1,2,0.58,0.56,0.2239,39,231,270,Winter,Mist,Tuesday,Midday,0.14444444444444443,3.6888794541139363,5.44673737166631,5.602118820879701
16725,2012-12-04,4,1,12,15,0,2,1,2,0.6,0.49,0.2537,56,244,300,Winter,Mist,Tuesday,Midday,0.18666666666666668,4.04305126783455,5.501258210544727,5.707110264748875
16726,2012-12-04,4,1,12,16,0,2,1,1,0.58,0.49,0.2836,44,391,435,Winter,Clear,Tuesday,Evening Peak,0.10114942528735632,3.8066624897703196,5.971261839790462,6.077642243349034
16727,2012-12-04,4,1,12,17,0,2,1,1,0.52,0.59,0.2239,43,700,743,Winter,Clear,Tuesday,Evening Peak,0.05787348586810229,3.784189633918261,6.55250788703459,6.612041034833092
16728,2012-12-04,4,1,12,18,0,2,1,1,0.5,0.63,0.2239,38,693,731,Winter,Clear,Tuesday,Evening Peak,0.05198358413132695,3.6635616461296463,6.542471960506805,6.595780513961311
16729,2012-12-04,4,1,12,19,0,2,1,1,0.48,0.67,0.2239,46,414,460,Winter,Clear,Tuesday,Evening Peak,0.1,3.8501476017100584,6.028278520230698,6.133398042996649
16730,2012-12-04,4,1,12,20,0,2,1,2,0.5,0.63,0.2239,34,272,306,Winter,Mist,Tuesday,Night/Early Morning,0.1111111111111111,3.5553480614894135,5.60947179518496,5.726847747587197
16731,2012-12-04,4,1,12,21,0,2,1,2,0.5,0.63,0.2537,28,252,280,Winter,Mist,Tuesday,Night/Early Morning,0.1,3.367295829986474,5.53338948872752,5.638354669333745
16732,2012-12-04,4,1,12,22,0,2,1,2,0.5,0.63,0.2985,26,155,181,Winter,Mist,Tuesday,Night/Early Morning,0.143646408839779,3.295836866004329,5.049856007249537,5.204006687076795
16733,2012-12-04,4,1,12,23,0,2,1,1,0.48,0.67,0.2537,5,91,96,Winter,Clear,Tuesday,Night/Early Morning,0.052083333333333336,1.791759469228055,4.5217885770490405,4.574710978503383
16734,2012-12-05,4,1,12,0,0,3,1,1,0.5,0.59,0.2836,6,31,37,Winter,Clear,Wednesday,Night/Early Morning,0.16216216216216217,1.9459101490553132,3.4657359027997265,3.6375861597263857
16735,2012-12-05,4,1,12,1,0,3,1,1,0.52,0.55,0.3284,0,11,11,Winter,Clear,Wednesday,Night/Early Morning,0.0,0.0,2.4849066497880004,2.4849066497880004
16736,2012-12-05,4,1,12,2,0,3,1,1,0.46,0.67,0.1642,2,7,9,Winter,Clear,Wednesday,Night/Early Morning,0.2222222222222222,1.0986122886681096,2.0794415416798357,2.302585092994046
16737,2012-12-05,4,1,12,3,0,3,1,1,0.48,0.67,0.1343,0,7,7,Winter,Clear,Wednesday,Night/Early Morning,0.0,0.0,2.0794415416798357,2.0794415416798357
16738,2012-12-05,4,1,12,4,0,3,1,1,0.5,0.63,0.4478,1,9,10,Winter,Clear,Wednesday,Night/Early Morning,0.1,0.6931471805599453,2.302585092994046,2.3978952727983707
16739,2012-12-05,4,1,12,5,0,3,1,1,0.5,0.59,0.2836,1,48,49,Winter,Clear,Wednesday,Night/Early Morning,0.02040816326530612,0.6931471805599453,3.8918202981106265,3.912023005428146
16740,2012-12-05,4,1,12,6,0,3,1,3,0.48,0.55,0.3881,5,119,124,Winter,Light Snow/Rain,Wednesday,Morning Peak,0.04032258064516129,1.791759469228055,4.787491742782046,4.8283137373023015
16741,2012-12-05,4,1,12,7,0,3,1,3,0.46,0.59,0.2985,9,389,398,Winter,Light Snow/Rain,Wednesday,Morning Peak,0.022613065326633167,2.302585092994046,5.966146739123692,5.988961416889864
16742,2012-12-05,4,1,12,8,0,3,1,2,0.44,0.58,0.2836,22,737,759,Winter,Mist,Wednesday,Morning Peak,0.028985507246376812,3.1354942159291497,6.6039438246004725,6.633318433280377
16743,2012-12-05,4,1,12,9,0,3,1,2,0.44,0.51,0.2239,26,362,388,Winter,Mist,Wednesday,Morning Peak,0.06701030927835051,3.295836866004329,5.8944028342648505,5.963579343618446
16744,2012-12-05,4,1,12,10,0,3,1,2,0.44,0.47,0.3582,14,127,141,Winter,Mist,Wednesday,Midday,0.09929078014184398,2.70805020110221,4.852030263919617,4.955827057601261
16745,2012-12-05,4,1,12,11,0,3,1,1,0.44,0.44,0.2836,11,161,172,Winter,Clear,Wednesday,Midday,0.06395348837209303,2.4849066497880004,5.087596335232384,5.153291594497779
16746,2012-12-05,4,1,12,12,0,3,1,1,0.44,0.41,0.2836,24,208,232,Winter,Clear,Wednesday,Midday,0.10344827586206896,3.2188758248682006,5.342334251964811,5.4510384535657
16747,2012-12-05,4,1,12,13,0,3,1,1,0.46,0.41,0.2836,14,200,214,Winter,Clear,Wednesday,Midday,0.06542056074766354,2.70805020110221,5.303304908059076,5.3706380281276624
16748,2012-12-05,4,1,12,14,0,3,1,1,0.48,0.33,0.4775,39,179,218,Winter,Clear,Wednesday,Midday,0.17889908256880735,3.6888794541139363,5.19295685089021,5.389071729816501
16749,2012-12-05,4,1,12,15,0,3,1,1,0.48,0.33,0.2836,20,265,285,Winter,Clear,Wednesday,Midday,0.07017543859649122,3.044522437723423,5.583496308781699,5.655991810819852
16750,2012-12-05,4,1,12,16,0,3,1,1,0.46,0.33,0.2836,23,354,377,Winter,Clear,Wednesday,Evening Peak,0.0610079575596817,3.1780538303479458,5.872117789475416,5.934894195619588
16751,2012-12-05,4,1,12,17,0,3,1,1,0.44,0.35,0.2836,29,576,605,Winter,Clear,Wednesday,Evening Peak,0.047933884297520664,3.4011973816621555,6.3578422665081,6.406879986069314
16752,2012-12-05,4,1,12,18,0,3,1,1,0.42,0.35,0.4478,29,580,609,Winter,Clear,Wednesday,Evening Peak,0.047619047619047616,3.4011973816621555,6.364750756851911,6.413458957167357
16753,2012-12-05,4,1,12,19,0,3,1,1,0.38,0.43,0.3582,14,400,414,Winter,Clear,Wednesday,Evening Peak,0.033816425120772944,2.70805020110221,5.993961427306569,6.028278520230698
16754,2012-12-05,4,1,12,20,0,3,1,1,0.34,0.46,0.3881,19,274,293,Winter,Clear,Wednesday,Night/Early Morning,0.06484641638225255,2.995732273553991,5.616771097666572,5.683579767338681
16755,2012-12-05,4,1,12,21,0,3,1,1,0.34,0.46,0.4179,14,184,198,Winter,Clear,Wednesday,Night/Early Morning,0.0707070707070707,2.70805020110221,5.220355825078325,5.293304824724492
16756,2012-12-05,4,1,12,22,0,3,1,1,0.32,0.45,0.3881,4,101,105,Winter,Clear,Wednesday,Night/Early Morning,0.0380952380952381,1.6094379124341003,4.624972813284271,4.663439094112067
16757,2012-12-05,4,1,12,23,0,3,1,1,0.3,0.49,0.3881,5,69,74,Winter,Clear,Wednesday,Night/Early Morning,0.06756756756756757,1.791759469228055,4.248495242049359,4.31748811353631
16758,2012-12-06,4,1,12,0,0,4,1,1,0.26,0.48,0.2836,1,43,44,Winter,Clear,Thursday,Night/Early Morning,0.022727272727272728,0.6931471805599453,3.784189633918261,3.8066624897703196
16759,2012-12-06,4,1,12,1,0,4,1,1,0.26,0.48,0.2836,0,16,16,Winter,Clear,Thursday,Night/Early Morning,0.0,0.0,2.833213344056216,2.833213344056216
16760,2012-12-06,4,1,12,2,0,4,1,1,0.24,0.52,0.2836,0,9,9,Winter,Clear,Thursday,Night/Early Morning,0.0,0.0,2.302585092994046,2.302585092994046
16761,2012-12-06,4,1,12,3,0,4,1,1,0.22,0.55,0.194,0,2,2,Winter,Clear,Thursday,Night/Early Morning,0.0,0.0,1.0986122886681096,1.0986122886681096
16762,2012-12-06,4,1,12,4,0,4,1,1,0.22,0.55,0.2985,1,8,9,Winter,Clear,Thursday,Night/Early Morning,0.1111111111111111,0.6931471805599453,2.1972245773362196,2.302585092994046
16763,2012-12-06,4,1,12,5,0,4,1,1,0.22,0.55,0.2836,0,32,32,Winter,Clear,Thursday,Night/Early Morning,0.0,0.0,3.4965075614664802,3.4965075614664802
16764,2012-12-06,4,1,12,6,0,4,1,1,0.22,0.55,0.2985,2,122,124,Winter,Clear,Thursday,Morning Peak,0.016129032258064516,1.0986122886681096,4.812184355372417,4.8283137373023015
16765,2012-12-06,4,1,12,7,0,4,1,1,0.22,0.51,0.2985,8,381,389,Winter,Clear,Thursday,Morning Peak,0.02056555269922879,2.1972245773362196,5.945420608606575,5.966146739123692
16766,2012-12-06,4,1,12,8,0,4,1,1,0.22,0.51,0.2985,13,646,659,Winter,Clear,Thursday,Morning Peak,0.019726858877086494,2.639057329615259,6.472346294500901,6.492239835020471
16767,2012-12-06,4,1,12,9,0,4,1,1,0.24,0.48,0.194,19,257,276,Winter,Clear,Thursday,Morning Peak,0.06884057971014493,2.995732273553991,5.552959584921617,5.6240175061873385
16768,2012-12-06,4,1,12,10,0,4,1,1,0.24,0.52,0.194,23,122,145,Winter,Clear,Thursday,Midday,0.15862068965517243,3.1780538303479458,4.812184355372417,4.983606621708336
16769,2012-12-06,4,1,12,11,0,4,1,1,0.26,0.48,0.1642,16,162,178,Winter,Clear,Thursday,Midday,0.0898876404494382,2.833213344056216,5.093750200806762,5.187385805840755
16770,2012-12-06,4,1,12,12,0,4,1,1,0.28,0.41,0.0,29,206,235,Winter,Clear,Thursday,Midday,0.12340425531914893,3.4011973816621555,5.332718793265369,5.4638318050256105
16771,2012-12-06,4,1,12,13,0,4,1,1,0.3,0.39,0.0,33,212,245,Winter,Clear,Thursday,Midday,0.1346938775510204,3.5263605246161616,5.3612921657094255,5.5053315359323625
16772,2012-12-06,4,1,12,14,0,4,1,1,0.3,0.42,0.0896,37,175,212,Winter,Clear,Thursday,Midday,0.17452830188679244,3.6375861597263857,5.170483995038151,5.3612921657094255
16773,2012-12-06,4,1,12,15,0,4,1,1,0.32,0.39,0.0,38,232,270,Winter,Clear,Thursday,Midday,0.14074074074074075,3.6635616461296463,5.4510384535657,5.602118820879701
16774,2012-12-06,4,1,12,16,0,4,1,1,0.32,0.42,0.0,39,292,331,Winter,Clear,Thursday,Evening Peak,0.11782477341389729,3.6888794541139363,5.680172609017068,5.805134968916488
16775,2012-12-06,4,1,12,17,0,4,1,1,0.3,0.45,0.1045,31,586,617,Winter,Clear,Thursday,Evening Peak,0.050243111831442464,3.4657359027997265,6.375024819828097,6.42648845745769
16776,2012-12-06,4,1,12,18,0,4,1,1,0.28,0.45,0.1642,23,542,565,Winter,Clear,Thursday,Evening Peak,0.04070796460176991,3.1780538303479458,6.297109319933935,6.338594078203183
16777,2012-12-06,4,1,12,19,0,4,1,1,0.26,0.6,0.194,13,360,373,Winter,Clear,Thursday,Evening Peak,0.03485254691689008,2.639057329615259,5.8888779583328805,5.924255797414532
16778,2012-12-06,4,1,12,20,0,4,1,2,0.24,0.6,0.1045,5,222,227,Winter,Mist,Thursday,Night/Early Morning,0.022026431718061675,1.791759469228055,5.407171771460119,5.429345628954441
16779,2012-12-06,4,1,12,21,0,4,1,2,0.24,0.6,0.1343,7,184,191,Winter,Mist,Thursday,Night/Early Morning,0.03664921465968586,2.0794415416798357,5.220355825078325,5.2574953720277815
16780,2012-12-06,4,1,12,22,0,4,1,1,0.24,0.65,0.1642,2,131,133,Winter,Clear,Thursday,Night/Early Morning,0.015037593984962405,1.0986122886681096,4.882801922586371,4.897839799950911
16781,2012-12-06,4,1,12,23,0,4,1,1,0.24,0.65,0.1642,0,93,93,Winter,Clear,Thursday,Night/Early Morning,0.0,0.0,4.543294782270004,4.543294782270004
16782,2012-12-07,4,1,12,0,0,5,1,1,0.24,0.7,0.1045,3,45,48,Winter,Clear,Friday,Night/Early Morning,0.0625,1.3862943611198906,3.828641396489095,3.8918202981106265
16783,2012-12-07,4,1,12,1,0,5,1,2,0.24,0.7,0.194,2,26,28,Winter,Mist,Friday,Night/Early Morning,0.07142857142857142,1.0986122886681096,3.295836866004329,3.367295829986474
16784,2012-12-07,4,1,12,2,0,5,1,2,0.26,0.7,0.1343,0,11,11,Winter,Mist,Friday,Night/Early Morning,0.0,0.0,2.4849066497880004,2.4849066497880004
16785,2012-12-07,4,1,12,3,0,5,1,2,0.26,0.81,0.194,0,5,5,Winter,Mist,Friday,Night/Early Morning,0.0,0.0,1.791759469228055,1.791759469228055
16786,2012-12-07,4,1,12,4,0,5,1,1,0.26,0.75,0.1045,0,10,10,Winter,Clear,Friday,Night/Early Morning,0.0,0.0,2.3978952727983707,2.3978952727983707
16787,2012-12-07,4,1,12,5,0,5,1,2,0.26,0.81,0.1045,1,25,26,Winter,Mist,Friday,Night/Early Morning,0.038461538461538464,0.6931471805599453,3.258096538021482,3.295836866004329
16788,2012-12-07,4,1,12,6,0,5,1,2,0.28,0.75,0.1642,0,84,84,Winter,Mist,Friday,Morning Peak,0.0,0.0,4.442651256490317,4.442651256490317
16789,2012-12-07,4,1,12,7,0,5,1,3,0.28,0.81,0.1642,3,212,215,Winter,Light Snow/Rain,Friday,Morning Peak,0.013953488372093023,1.3862943611198906,5.3612921657094255,5.375278407684165
16790,2012-12-07,4,1,12,8,0,5,1,2,0.3,0.75,0.194,11,430,441,Winter,Mist,Friday,Morning Peak,0.024943310657596373,2.4849066497880004,6.066108090103747,6.091309882077698
16791,2012-12-07,4,1,12,9,0,5,1,2,0.3,0.81,0.1343,10,291,301,Winter,Mist,Friday,Morning Peak,0.03322259136212625,2.3978952727983707,5.676753802268282,5.71042701737487
