instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,casual_ratio,log_casual,log_registered,log_cnt
432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.513333,0.345779,432.0,4484,4916.0,Spring,Clear,Wednesday,0.08787632221318145,6.07073772800249,8.408493774492896,8.50045386741194
433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.5675,0.38061125,486.0,4896,5382.0,Spring,Clear,Thursday,0.0903010033444816,6.18826412308259,8.496378051702317,8.591001118560957
434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.407083,0.38061125,447.0,4122,4569.0,Spring,Mist,Friday,0.09783322390019698,6.104793232414985,8.3243363327069,8.42726848388825
435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.350417,0.22575,968.0,3150,4118.0,Spring,Clear,Saturday,0.23506556580864496,6.876264611890766,8.055475141757274,8.323365694436081
436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.476957,0.222587,1658.0,3253,4911.0,Spring,Clear,Sunday,0.33760944817756056,7.413970290190444,8.087640287778983,8.499436469826978
437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.489167,0.207713,838.0,4460,5298.0,Spring,Clear,Monday,0.15817289543223859,6.732210706467206,8.403128235128264,8.575273402492762
438,2012-03-13,1,1,3,0,2,1,1,0.565,0.6175,0.23695,762.0,5085,5847.0,Spring,Clear,Tuesday,0.13032324268855824,6.637258031284457,8.534246945982066,8.673855001429615
439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.507083,0.115062,997.0,5315,6312.0,Spring,Clear,Wednesday,0.1579531051964512,6.905753276311464,8.578476419833136,8.750366278367625
440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.579583,0.149883,1005.0,5187,6192.0,Spring,Clear,Thursday,0.1623062015503876,6.913737350659685,8.554103545436334,8.731174900938061
441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.842083,0.113192,548.0,3830,4378.0,Spring,Mist,Friday,0.12517131110095933,6.3080984415095305,8.25088114470065,8.384575666801398
442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.755833,0.110704,2266.75,4681,6947.75,Spring,Mist,Saturday,0.3262567018099385,7.726543429495053,8.451480648050856,8.846317066267678
443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.81,0.126883,2207.0,3685,5892.0,Spring,Mist,Sunday,0.3745756958587916,7.699842407396986,8.212297138229768,8.681520484837913
444,2012-03-19,1,1,3,0,1,1,1,0.545,0.72875,0.162317,982.0,5171,6153.0,Spring,Clear,Monday,0.15959694457987975,6.890609120147166,8.551014739891748,8.724857555881988
445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.807917,0.121271,1051.0,5042,6093.0,Spring,Clear,Tuesday,0.17249302478253734,6.9584483932976555,8.525756422076725,8.715059959545654
446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.82125,0.0895583,1122.0,5108,6230.0,Summer,Mist,Wednesday,0.18009630818619582,7.023758954738443,8.538758969330798,8.737292112544221
447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.83125,0.117562,1334.0,5537,6871.0,Summer,Clear,Thursday,0.19414932324261389,7.19668657083435,8.619388703730907,8.835210463664092
448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.694167,0.1163,2266.75,5893,8159.75,Summer,Mist,Friday,0.27779650111829407,7.726543429495053,8.68169016329764,9.007091355499231
449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.885417,0.192783,1033.0,2339,3372.0,Summer,Mist,Saturday,0.30634638196915775,6.9411900550683745,7.757906208351747,8.12355783506165
450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.880833,0.220775,1532.0,3464,4996.0,Summer,Mist,Sunday,0.3066453162530024,7.334981878871814,8.150467911624004,8.516593011344206
451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.477917,0.38061125,795.0,4763,5558.0,Summer,Clear,Monday,0.14303706369197552,6.679599185844383,8.46884293047519,8.62317351495347
452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.29,0.187192,531.0,4571,5102.0,Summer,Clear,Tuesday,0.10407683261466091,6.2766434893416445,8.427706024914702,8.537583881063972
453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.48125,0.291671,674.0,5024,5698.0,Summer,Clear,Wednesday,0.11828711828711828,6.51471269087253,8.522180732927277,8.648045999835
454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.439167,0.31965,834.0,5299,6133.0,Summer,Clear,Thursday,0.13598565139409752,6.727431724850855,8.575462099540212,8.721602344674197
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.580833,0.138067,796.0,4663,5459.0,Summer,Mist,Friday,0.14581425169444953,6.680854678790215,8.447628728030327,8.605204068738951
456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.738333,0.250617,2266.75,3934,6200.75,Summer,Mist,Saturday,0.3655606176672177,7.726543429495053,8.277666160851503,8.732586789270385
457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.67625,0.172267,2266.75,3694,5960.75,Summer,Mist,Sunday,0.3802793272658642,7.726543429495053,8.214735833382303,8.693119341121331
458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.504348,0.312139,1208.0,4728,5936.0,Summer,Clear,Monday,0.20350404312668463,7.097548850614793,8.461469042643875,8.688959234270676
459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.396667,0.100133,1348.0,5424,6772.0,Summer,Clear,Tuesday,0.19905493207324276,7.207118856207756,8.59877317840866,8.820699399214904
460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.469583,0.180975,1058.0,5378,6436.0,Summer,Clear,Wednesday,0.16438781852082038,6.9650803456014065,8.590257762273243,8.769817872052617
461,2012-04-05,2,1,4,0,4,1,1,0.435,0.374167,0.219529,1192.0,5265,6457.0,Summer,Clear,Thursday,0.18460585411181663,7.084226422097916,8.569026340056254,8.77307495131822
462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.377083,0.300388,1807.0,4653,6460.0,Summer,Clear,Friday,0.27972136222910216,7.4999765409521215,8.445482343862237,8.773539383558166
463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.254167,0.274871,2266.75,3605,5871.75,Summer,Clear,Saturday,0.3860433431259846,7.726543429495053,8.190354403763262,8.678078286933875
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.275833,0.232596,2230.0,2939,5169.0,Summer,Clear,Sunday,0.4314180692590443,7.7102051944325325,7.986164860332727,8.550627967502475
465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.3175,0.358196,905.0,4680,5585.0,Summer,Clear,Monday,0.162041181736795,6.80903930604298,8.45126704130007,8.628018746505122
466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.435,0.249375,819.0,5099,5918.0,Summer,Clear,Tuesday,0.13839134842852316,6.709304340258299,8.536995818712418,8.685922794690725
467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.469565,0.295274,482.0,4380,4862.0,Summer,Clear,Wednesday,0.09913615795968737,6.180016653652572,8.385032287813898,8.489410810403786
468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.46625,0.290429,663.0,4746,5409.0,Summer,Clear,Thursday,0.12257348863006101,6.498282149476434,8.465268118551318,8.596004371840527
469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.408333,0.155471,1252.0,5146,6398.0,Summer,Clear,Friday,0.19568615192247577,7.133295954896068,8.546169299652755,8.76389700713946
470,2012-04-14,2,1,4,0,6,0,1,0.495,0.502917,0.190917,2266.75,4665,6931.75,Summer,Clear,Saturday,0.3270097738666282,7.726543429495053,8.448057452581375,8.8440118388664
471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.507917,0.225129,2266.75,4286,6552.75,Summer,Clear,Sunday,0.34592346724657586,7.726543429495053,8.363342466597977,8.787792683886742
472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.561667,0.284829,1198.0,5172,6370.0,Summer,Clear,Monday,0.1880690737833595,7.089243155027514,8.551208070003515,8.759511722116489
473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.390417,0.273629,989.0,5702,6691.0,Summer,Clear,Tuesday,0.14781049170527574,6.897704943128636,8.648747631156539,8.808668062106715
474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.569167,0.167912,347.0,4020,4367.0,Summer,Mist,Wednesday,0.07945958323792077,5.8522024797744745,8.299285906897275,8.38206051742474
475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.6125,0.0659292,846.0,5719,6565.0,Summer,Clear,Thursday,0.12886519421172887,6.741700694652055,8.651724084373843,8.789660098061537
476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.694583,0.149871,1340.0,5950,7290.0,Summer,Clear,Friday,0.18381344307270234,7.201170883281678,8.691314551644853,8.89439598980643
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.682917,0.283587,2266.75,4083,6349.75,Summer,Clear,Saturday,0.35698255836843973,7.726543429495053,8.314832179284556,8.756328195148493
478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.835417,0.344546,120.0,907,1027.0,Summer,Light Snow/Rain,Sunday,0.11684518013631938,4.795790545596741,6.811244378601294,6.93537044601511
479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.766667,0.303496,195.0,3019,3214.0,Summer,Mist,Monday,0.06067205973864343,5.278114659230518,8.013012110368916,8.07558263667172
480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.454167,0.249383,518.0,5115,5633.0,Summer,Clear,Tuesday,0.09195810402982425,6.251903883165888,8.540128162698734,8.636574948436317
481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.427917,0.118792,655.0,5541,6196.0,Summer,Clear,Wednesday,0.10571336346029697,6.486160788944089,8.620110725422924,8.731820582962108
482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.756667,0.176625,475.0,4551,5026.0,Summer,Mist,Thursday,0.09450855551134103,6.16541785423142,8.423321975806166,8.522578663692576
483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.400833,0.347633,1014.0,5219,6233.0,Summer,Clear,Friday,0.16268249639018129,6.922643891475888,8.560252680876685,8.737773460327283
484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.489583,0.129975,1120.0,3100,4220.0,Summer,Mist,Saturday,0.26540284360189575,7.02197642307216,8.03947991910045,8.347827345782498
485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.587083,0.116908,2229.0,4075,6304.0,Summer,Clear,Sunday,0.3535850253807107,7.709756864454165,8.312871394342615,8.74909824839902
486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.57,0.171638,665.0,4907,5572.0,Summer,Mist,Monday,0.11934673366834171,6.501289670540389,8.498621805830801,8.625688787569537
487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.659583,0.156096,653.0,5087,5740.0,Summer,Mist,Tuesday,0.11376306620209059,6.483107351457199,8.534640105019959,8.655388690167637
488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.797083,0.138058,667.0,5502,6169.0,Summer,Clear,Wednesday,0.10812125141838223,6.504288173536645,8.613048677059759,8.727454116899434
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.768333,0.133696,764.0,5657,6421.0,Summer,Mist,Thursday,0.11898458184083475,6.639875833826536,8.640825751861513,8.76748487464946
490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.735417,0.162938,1069.0,5227,6296.0,Summer,Clear,Friday,0.16979034307496824,6.975413927455952,8.561784074744113,8.747828608488742
491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.756667,0.152992,2266.75,4387,6653.75,Summer,Mist,Saturday,0.3406725530715762,7.726543429495053,8.38662882139512,8.803086164383556
492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.74,0.149879,2135.0,4224,6359.0,Summer,Mist,Sunday,0.33574461393300836,7.666690200080086,8.348774539791274,8.757783656334167
493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.664167,0.230721,1008.0,5265,6273.0,Summer,Mist,Monday,0.1606886657101865,6.9167150203536085,8.569026340056254,8.744169388750624
494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.685833,0.296029,738.0,4990,5728.0,Summer,Mist,Tuesday,0.12884078212290503,6.6052979209482015,8.515391569469609,8.653296274408579
495,2012-05-09,2,1,5,0,3,1,2,0.575,0.744167,0.216412,620.0,4097,4717.0,Summer,Mist,Wednesday,0.13143947424210303,6.431331081933479,8.318254328798846,8.45914025996762
496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.552083,0.314063,1026.0,5546,6572.0,Summer,Clear,Thursday,0.15611685940353012,6.934397209928558,8.621012520055235,8.790725628263576
497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.360417,0.236937,1319.0,5711,7030.0,Summer,Clear,Friday,0.18762446657183499,7.1853870155804165,8.65032450401942,8.858084222199162
498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.480417,0.123133,2266.75,4807,7073.75,Summer,Clear,Saturday,0.3204453083583672,7.726543429495053,8.478036476215044,8.864287386198072
499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.57625,0.225117,2172.0,3946,6118.0,Summer,Clear,Sunday,0.35501797973193855,7.6838639802564295,8.280711075662847,8.71915396346254
500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.789583,0.212692,342.0,2501,2843.0,Summer,Mist,Monday,0.12029546253957088,5.83773044716594,7.824845691026857,7.952966790923131
501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.794583,0.147392,625.0,4490,5115.0,Summer,Mist,Tuesday,0.12218963831867058,6.439350371100098,8.409830673087738,8.540128162698734
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.697917,0.122512,991.0,6433,7424.0,Summer,Clear,Wednesday,0.13348599137931033,6.899723107284872,8.769351707798972,8.9126079636709
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.52,0.229475,1242.0,6142,7384.0,Summer,Clear,Thursday,0.16820151679306608,7.1252830915107115,8.723068501163928,8.90720619496548
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.523333,0.136817,1521.0,6118,7639.0,Summer,Clear,Friday,0.19910983112972902,7.3277805384216315,8.71915396346254,8.941152882160566
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.45625,0.083975,2266.75,4884,7150.75,Summer,Clear,Saturday,0.316994720833479,7.726543429495053,8.493924564476883,8.87511236098513
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.530417,0.254367,2266.75,4425,6691.75,Summer,Clear,Sunday,0.338737998281466,7.726543429495053,8.395251520610994,8.80878012994523
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.81125,0.233204,630.0,3729,4359.0,Summer,Mist,Monday,0.1445285615966965,6.447305862541213,8.224163512637862,8.38022733634308
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.765833,0.118167,819.0,5254,6073.0,Summer,Mist,Tuesday,0.13485921290959987,6.709304340258299,8.566935283311052,8.711772645605695
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.774583,0.102,766.0,4494,5260.0,Summer,Mist,Wednesday,0.14562737642585552,6.642486801367256,8.410720946905721,8.568076401730806
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.716667,0.172896,1059.0,5711,6770.0,Summer,Clear,Thursday,0.15642540620384046,6.966024187106113,8.65032450401942,8.820404065485645
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.747083,0.14055,1417.0,5317,6734.0,Summer,Clear,Friday,0.21042471042471042,7.257002707092073,8.578852571802965,8.815073088844464
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.7325,0.198992,2266.75,3681,5947.75,Summer,Clear,Saturday,0.3811105039720903,7.726543429495053,8.211211361793023,8.69093639243532
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.697083,0.215171,2266.75,3308,5574.75,Summer,Clear,Sunday,0.40661016189066773,7.726543429495053,8.104401307921613,8.626182116428067
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.67625,0.196521,2266.75,3486,5752.75,Summer,Clear,Monday,0.39402894267958805,7.726543429495053,8.156797046675651,8.657607095131452
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.684583,0.2954,880.0,4863,5743.0,Summer,Clear,Tuesday,0.1532300191537524,6.78105762593618,8.489616423646003,8.65591111072806
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.67,0.134329,745.0,6110,6855.0,Summer,Mist,Wednesday,0.10867979576951131,6.61472560020376,8.717845704894916,8.832879460277615
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.492917,0.195279,1100.0,6238,7338.0,Summer,Clear,Thursday,0.14990460615971654,7.00397413672268,8.738575192110787,8.900957872545062
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.755417,0.237563,533.0,3594,4127.0,Summer,Mist,Friday,0.12914950327114127,6.280395838960195,8.187299270155147,8.325548307161398
519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.549167,0.186562,2266.75,5325,7591.75,Summer,Clear,Saturday,0.29858069615042643,7.726543429495053,8.580355766373877,8.934949123608634
520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.493333,0.184087,2266.75,5147,7413.75,Summer,Clear,Sunday,0.30574945203169784,7.726543429495053,8.546363568716018,8.911226538561982
521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.487083,0.284833,1071.0,5927,6998.0,Summer,Clear,Monday,0.15304372677907974,6.977281341630747,8.687442166975924,8.85352256068954
522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.613333,0.209575,968.0,6033,7001.0,Summer,Mist,Tuesday,0.1382659620054278,6.876264611890766,8.705165419719007,8.85395110151461
523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.61125,0.077125,1027.0,6028,7055.0,Summer,Clear,Wednesday,0.14557051736357193,6.93537044601511,8.704336438489406,8.861633597686627
524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.567083,0.15735,1038.0,6456,7494.0,Summer,Clear,Thursday,0.13851080864691753,6.946013991099227,8.772920092626467,8.921991410536698
525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.467917,0.175383,1488.0,6248,7736.0,Summer,Clear,Friday,0.1923474663908997,7.305860032684009,8.740176729929082,8.953769294549454
526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.437083,0.144287,2266.75,4790,7056.75,Summer,Clear,Saturday,0.32121727424097496,7.726543429495053,8.474494436883122,8.86188158280879
527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.538333,0.133721,2224.0,4374,6598.0,Summer,Clear,Sunday,0.3370718399515005,7.707512194600341,8.383661798791715,8.794673401383422
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.587917,0.207713,1017.0,5647,6664.0,Summer,Mist,Monday,0.1526110444177671,6.925595197110468,8.639056779173078,8.804625232612809
529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.833333,0.214546,477.0,4495,4972.0,Summer,Mist,Tuesday,0.09593724859211585,6.169610732491456,8.410943391573527,8.511778558714738
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.582083,0.343279,1173.0,6248,7421.0,Summer,Clear,Wednesday,0.158064950815254,7.068172000388042,8.740176729929082,8.912203841620542
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.569583,0.253733,1180.0,6183,7363.0,Summer,Clear,Thursday,0.16026076327583866,7.074116816197362,8.729720590267258,8.904358542352968
532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.589583,0.176617,1563.0,6102,7665.0,Summer,Clear,Friday,0.20391389432485324,7.355001921105257,8.716535732544495,8.9445502459405
533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.504167,0.166667,2266.75,4739,7005.75,Summer,Clear,Saturday,0.3235556507154837,7.726543429495053,8.463792414689122,8.85462924912693
534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.59875,0.144904,2266.75,4344,6610.75,Summer,Clear,Sunday,0.3428884771016904,7.726543429495053,8.376781037699493,8.79660364818375
535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.777917,0.174746,653.0,4446,5099.0,Summer,Mist,Monday,0.12806432633849774,6.483107351457199,8.399984990510696,8.536995818712418
536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.69,0.148017,968.0,5857,6825.0,Summer,Clear,Tuesday,0.14183150183150184,6.876264611890766,8.675563527387679,8.828494129466652
537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.592083,0.113812,872.0,5339,6211.0,Summer,Clear,Wednesday,0.1403960714860731,6.771935555839602,8.582980931954241,8.734238184268577
538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.567917,0.118787,778.0,5127,5905.0,Fall,Clear,Thursday,0.1317527519051651,6.658011045870748,8.542470998600505,8.683724062303869
539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.57375,0.182842,964.0,4859,5823.0,Fall,Clear,Friday,0.1655504035720419,6.872128101338986,8.48879371689454,8.669742589876522
540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.534583,0.179721,2266.75,4801,7067.75,Fall,Clear,Saturday,0.3207173428601747,7.726543429495053,8.4767877767812,8.86343893986443
541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.479167,0.145525,2266.75,4340,6606.75,Fall,Clear,Sunday,0.34309607598289626,7.726543429495053,8.375860015299594,8.79599848155535
542,2012-06-25,3,1,6,0,1,1,1,0.715833,0.504167,0.300383,1139.0,5640,6779.0,Fall,Clear,Monday,0.1680188818409795,7.038783541388542,8.637816633739977,8.821732380934442
543,2012-06-26,3,1,6,0,2,1,1,0.630833,0.373333,0.347642,1077.0,6365,7442.0,Fall,Clear,Tuesday,0.1447191615157216,6.982862751468942,8.758726607842037,8.915029272359911
544,2012-06-27,3,1,6,0,3,1,1,0.6975,0.36,0.271775,1077.0,6258,7335.0,Fall,Clear,Wednesday,0.14683026584867076,6.982862751468942,8.7417757069247,8.9005490139363
545,2012-06-28,3,1,6,0,4,1,1,0.749167,0.4225,0.17165,921.0,5958,6879.0,Fall,Clear,Thursday,0.13388573920627997,6.826545223556594,8.69265796074698,8.836373930927389
546,2012-06-29,3,1,6,0,5,1,1,0.834167,0.48875,0.165417,829.0,4634,5463.0,Fall,Clear,Friday,0.15174812374153396,6.721425700790643,8.441391477999955,8.605936401250625
547,2012-06-30,3,1,6,0,6,0,1,0.765,0.60125,0.161071,1455.0,4232,5687.0,Fall,Clear,Saturday,0.2558466678389309,7.283448228756631,8.350666240520924,8.646113971483077
548,2012-07-01,3,1,7,0,0,0,1,0.815833,0.51875,0.168529,1421.0,4110,5531.0,Fall,Clear,Sunday,0.2569155668052793,7.259819610363186,8.321421586897879,8.61830469278465
549,2012-07-02,3,1,7,0,1,1,1,0.781667,0.447083,0.195267,904.0,5323,6227.0,Fall,Clear,Monday,0.14517424120764413,6.807934943699926,8.579980179515003,8.73681053295389
550,2012-07-03,3,1,7,0,2,1,1,0.780833,0.492083,0.126237,1052.0,5608,6660.0,Fall,Clear,Tuesday,0.15795795795795795,6.959398512133975,8.632127729508337,8.804024902413179
551,2012-07-04,3,1,7,1,3,0,1,0.789167,0.53875,0.13495,2266.75,4841,7107.75,Fall,Clear,Wednesday,0.31891245471492385,7.726543429495053,8.485083137498004,8.86908169862101
552,2012-07-05,3,1,7,0,4,1,1,0.8275,0.457917,0.194029,1405.0,4836,6241.0,Fall,Clear,Thursday,0.2251241788174972,7.2485040723706105,8.484049972822984,8.739055922830724
553,2012-07-06,3,1,7,0,5,1,1,0.828333,0.450833,0.146142,1366.0,4841,6207.0,Fall,Clear,Friday,0.2200741098759465,7.220373836723949,8.485083137498004,8.733594061863055
554,2012-07-07,3,1,7,0,6,0,1,0.861667,0.492083,0.163554,1448.0,3392,4840.0,Fall,Clear,Saturday,0.2991735537190083,7.278628942320682,8.129469764784231,8.484876589939695
555,2012-07-08,3,1,7,0,0,0,1,0.8225,0.57375,0.125629,1203.0,3469,4672.0,Fall,Clear,Sunday,0.2574914383561644,7.093404625868766,8.151909872940905,8.449556542700426
556,2012-07-09,3,1,7,0,1,1,2,0.710833,0.683333,0.180975,998.0,5571,6569.0,Fall,Mist,Monday,0.1519257116760542,6.906754778648554,8.625509334899697,8.790269111478656
557,2012-07-10,3,1,7,0,2,1,2,0.720833,0.6675,0.151737,954.0,5336,6290.0,Fall,Mist,Tuesday,0.15166931637519873,6.86171134048073,8.582418976333944,8.74687531957003
558,2012-07-11,3,1,7,0,3,1,1,0.716667,0.633333,0.151733,975.0,6289,7264.0,Fall,Clear,Wednesday,0.13422356828193832,6.883462586413092,8.746716349694486,8.890823576004383
559,2012-07-12,3,1,7,0,4,1,1,0.715833,0.529583,0.146775,1032.0,6414,7446.0,Fall,Clear,Thursday,0.1385979049153908,6.940222469119639,8.766394277049736,8.915566545710645
560,2012-07-13,3,1,7,0,5,1,2,0.731667,0.485833,0.08085,1511.0,5988,7499.0,Fall,Mist,Friday,0.20149353247099613,7.321188556739479,8.697679732264463,8.922658299524402
561,2012-07-14,3,1,7,0,6,0,2,0.703333,0.699167,0.143679,2266.75,4614,6880.75,Fall,Mist,Saturday,0.32943356465501583,7.726543429495053,8.437067146936952,8.836628259048368
562,2012-07-15,3,1,7,0,0,0,1,0.745833,0.717917,0.166667,1920.0,4111,6031.0,Fall,Clear,Sunday,0.31835516498093186,7.560601162768557,8.321664807135,8.704833909687792
563,2012-07-16,3,1,7,0,1,1,1,0.763333,0.645,0.164187,1088.0,5742,6830.0,Fall,Clear,Monday,0.15929721815519765,6.9930151229329605,8.655737000864297,8.82922635473185
564,2012-07-17,3,1,7,0,2,1,1,0.818333,0.505833,0.114429,921.0,5865,6786.0,Fall,Clear,Tuesday,0.13572060123784263,6.826545223556594,8.676928249537397,8.822764296703758
565,2012-07-18,3,1,7,0,3,1,1,0.793333,0.577083,0.137442,799.0,4914,5713.0,Fall,Clear,Wednesday,0.1398564677052337,6.684611727667927,8.500047032581268,8.65067458279072
566,2012-07-19,3,1,7,0,4,1,1,0.77,0.600417,0.165429,888.0,5703,6591.0,Fall,Clear,Thursday,0.1347291761492945,6.790097235513905,8.648922962094131,8.793612071589308
567,2012-07-20,3,1,7,0,5,1,2,0.665833,0.844167,0.208967,747.0,5123,5870.0,Fall,Mist,Friday,0.1272572402044293,6.617402977974478,8.541690663016626,8.677780256064185
568,2012-07-21,3,1,7,0,6,0,3,0.595833,0.865417,0.2133,1264.0,3195,4459.0,Fall,Light Snow/Rain,Saturday,0.2834716304104059,7.142827401161621,8.069655306886165,8.40290404501411
569,2012-07-22,3,1,7,0,0,0,2,0.6675,0.7625,0.0939208,2266.75,4866,7132.75,Fall,Mist,Sunday,0.3177946794714521,7.726543429495053,8.490233009833455,8.872592321850918
570,2012-07-23,3,1,7,0,1,1,1,0.741667,0.694167,0.138683,1135.0,5831,6966.0,Fall,Clear,Monday,0.16293425208153892,7.035268599281097,8.671115273688494,8.848939995030118
571,2012-07-24,3,1,7,0,2,1,1,0.750833,0.655,0.211454,1140.0,6452,7592.0,Fall,Clear,Tuesday,0.15015806111696522,7.039660349862076,8.77230041793584,8.934982049213234
572,2012-07-25,3,1,7,0,3,1,1,0.724167,0.45,0.1648,1383.0,6790,8173.0,Fall,Clear,Wednesday,0.16921571026550838,7.232733136177615,8.823353485113792,9.008713664124222
573,2012-07-26,3,1,7,0,4,1,1,0.776667,0.596667,0.284813,1036.0,5825,6861.0,Fall,Clear,Thursday,0.1509983967351698,6.9440872082295275,8.67008593751938,8.833754223418396
574,2012-07-27,3,1,7,0,5,1,1,0.781667,0.594583,0.152992,1259.0,5645,6904.0,Fall,Clear,Friday,0.18235805330243338,7.138866999945524,8.638702608813436,8.840001065843392
575,2012-07-28,3,1,7,0,6,0,1,0.755833,0.613333,0.15735,2234.0,4451,6685.0,Fall,Clear,Saturday,0.33418100224382946,7.711996507047669,8.401108712395436,8.807771066980044
